Product_URL,Product_name,Product_Price,Num_Reviews,Ratings,Product Description,Product_ASIN,Manufacturer
https://www.amazon.in/Storite-Leather-Sling-Bag-Brown/dp/B08TR8RMNH,"Storite Stylish PU Leather Sling Cross Body Travel Office Messenger One Side Shoulder Bag for Men Women(Brown, 20.5x9x16.5cm)",635,29,4.2 out of 5 stars, Material:Polyester:Water Resistance Level:Waterproof  ,Trajectory Marketing LLP,Men
https://www.amazon.in/Polestar-Liters-Polyester-Casual-Backpack/dp/B09243WY6M,"POLESTAR Enzo 35 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment and rain cover, made with polyester, 1 year warranty",849,"1,830",4.4 out of 5 stars, Warranty Description: Manufacturer; 1 Year Domestic Warranty  ,B099Q2H6BT,XYZ PVT. LTD
https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY,"Genie Flamenco2 Casual Backpacks for Women, 16 inches, Stylish and Trendy College backpacks for girls, Water Resistant and Lightweight Mini Bags . Latest Collection (Sky Blue)",699,66,3.9 out of 5 stars, Special Features: LightWeight Strong stitching 2 Bottle Pocket Anti-Thift Backpack With Mesh Padding On Back to Provide Better Back Support  ,GTBH04,30 x 12 x 42 Centimeters
https://www.amazon.in/POLE-STAR-Casual-Backpack-bagpack/dp/B074G3TJYF,"POLESTAR Hero 32 L Casual/ School/ College/ Day light weight Backpack, made with polyester, 1 year warranty - Slogan print",.,308,4.3 out of 5 stars," ?? A perfect pick for daily use, this Polyester Trending Backpack can securely be used to carry mobile phone, cards, cosmetics, umbrella and other daily essential things in a safe, secure and arranged manner. No matter wherever you are heading to, it can be your companion for every hour of need.  ",SMILEDRIVE®,Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366
https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag",679,152,4.2 out of 5 stars," ?? Stylish & Fashionable: This bag is designed for modern fashion-conscious individuals who desire style along with functionality. It is a perfect mid-sized bag to carry all the daily essentials while using it as a fashion day-pack, mini travel bag, college backpack etc.  ",ADL International,99 g
https://www.amazon.in/Artistix-Laptop-Travel-Backpack-Charging-Resistance/dp/B082QZRX7F,Artistix 35 Ltrs 46 cm Laptop Backpack (Onyx_Black),569,"3,427",4.5 out of 5 stars," ?? Product Material: It is made using the finest grade Polyester inner fabric to ensure durability at its best. Besides, it has sturdy, non-slip, and comfortable top loop handle as well as adjustable straps at its back to ensure you look cool everywhere - be it shopping, traveling, work or date.  ",B0991YB72T,Men
https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H,Safari 45 Ltrs Black Large/Travel/Office Laptop Backpack (Seek 45L 21 OB BLK),"1,049","1,985",4.3 out of 5 stars," ?? Bag Compartments: This stylish shoulder carry backpack contain 1 large main zippered compartments, 1 front Pocket and 1 inner pocket and mobile pocket to carry anything and everything you want in a secure and arranged manner that fits into this premium backpack.; ?? Zip closure with adjustable strap; Special Features: Back Padding; Water Resistance Level: Waterproof; Age Range Description: Adult  ",grey laptop bag-01,Martucci
https://www.amazon.in/ADISA-Women-Girls-Floral-SL5072-CRE_Cream/dp/B09B56BCXR,ADISA Women Girls Floral Print Sling Bag,"1,199","4,079",4.3 out of 5 stars, Water Resistance Level: Waterproof; Age Range Description: Adult; Special Features: Back Padding  ,B07G4CYC74,Women's
https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap","2,599",310,4.4 out of 5 stars," Lavie Broxa sling is a stylish carry for women. It is trendy, light weight, spacious and available in beautiful multiple colors. The bag is beautifully crafted from premium man-made leather with latest saffiano texture & wavy stitch pattern at the front. The bag has a well-stitched inner lining for easy accessibility and storage.  ",B07FQMN9VN,SaiTech IT Private Limited
https://www.amazon.in/Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4,Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),495,"1,683",4.4 out of 5 stars, Dimension: 19.4 cm in length X 3.5 cm in width X 11 cm in height  ,Trajectory Marketing LLP,"Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998"
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF,Lenovo Slim Everyday Backpack,"1,099",459,4.1 out of 5 stars," Broxa sling bag has a flat bottom to keep your essentials intact. Interior has 1 main compartment, with a flap closure on top for safety. Inside the bags there is 1 slip pocket alongside 1 zip pocket, providing space for keeping your phone, portable charger, coins, sanitizer etc. The bag also has adjustable sling strap to carry it in various ways, fastened with gold toned hardware.  ",6012,35 x 24 x 62 Centimeters
https://www.amazon.in/Nivia-5177BK-Polyester-String-Black/dp/B071XM6PSM,NIVIA String Bag,709,538,3.3 out of 5 stars," This sling is perfect for ladies to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with a playsuit, a basic crop top & jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions  ",B088B4P6ZW,Unisex
https://www.amazon.in/Mammon-Womens-Leather-Handbag-4-teddy-pink/dp/B08N5F7P68,Mammon Women's PU Leather Handbag Combo,699,"2,648",4.1 out of 5 stars," PREMIUM MATERIAL CONSTRUCTION - Superior leather masterfully sewed with durable and strong lining to ensure long lasting durability (leather surface have disorderly wrinkles, scars, scratches that present the style of retro and wildness).  ",SUMITSU APPAREL PVT. LTD.,39.4 x 15.2 x 29.2 Centimeters
https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG,American Tourister Casual Backpack,162,483,3.9 out of 5 stars," PRODUCT UPGRADE - Compared with other briefcases or Messenger Bag, this updated briefcase's inner foam paddings and bottom foam paddings protect notebook computers by absorbing impacts that can be inflicted in daily life. Carrying handle made of the same cowhide and fixed by high quality hardware, which brings comfortable feeling and makes the bag durable.  ",B08XX6X5SH,"Retail Studio, Eretail.studio@gmail.com"
https://www.amazon.in/Goldstar-Resistant-Rucksack-Backpack-Trekking/dp/B08WK7DKSF,"Goldstar Bags 65 L Water Resistant Rucksack Hiking Backpack/Bag for Trekking/Camping/Travel/Outdoor Sports (Navy Blue,Black)",580,"14,829",3.9 out of 5 stars," EASY TO CARRY - Hammonds Flycatcher 15.6-inch Laptop Messenger Bag's padded main compartment is designed to house 15.6-inch laptop computers of most brand, The leather is tailored from the different buffaloes so there would be a little different displaying in colors. Some part may be deeper in colors but other parts may be lighter in colors. All of them would not affect its beauty and function.  ",B09MD5JNRK,HEART CHOICE
https://www.amazon.in/Finer-Nylon-Grey-School-Backpack/dp/B078MRP6K9,Finer Backpack 34 litres (with raincover),"1,099","1,155",3.3 out of 5 stars," VARIOUS POCKETS - Excluding the main storage compartment, featured on the messenger bag are 2 larger Front pockets for easy access of frequently handled items, 1 zipper pocket for significant articles such as wallets and identification documents, and 2 Inner wall pockets + Credit card (RFID BLOCKING), pen holder and other compartments to store cellphones, chargers, earbuds, and glasses.  ",PS_EXPLORE_BLKGRAY,SUMITSU APPAREL PVT. LTD.
https://www.amazon.in/Pagwin-Waterproof-Backpack-College-Business/dp/B09VZC6C8W,Pagwin 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (PG-0025),819,855,4.1 out of 5 stars," WEARABILITY - The messenger bag features a wide shoulder strap that eliminates shoulder fatigue. The shoulder strap can be easily removed when not required, and effortlessly adjusted to preferred lengths. The bag can be carried by the handle, worn on shoulders, and positioned across body.  ",URBAN STYLE PROJECT,34.3 x 29.2 x 10.2 Centimeters
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags, Blue Light Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",839,"3,299",4.3 out of 5 stars, Faux leather material black colored sling bag  ,CRXL5211,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093."
https://www.amazon.in/Asera-Unicorn-Sling-Shoulder-Purse/dp/B0845W95KV,Asera Unicorn Sling Bags Shoulder Bag Hand Bag Purse for Kids Girls,549,621,4.0 out of 5 stars, 19 centimeters height x 24 centimeters length x 10 centimeters width  ,B07FYC4T1T,"Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028"
https://www.amazon.in/Kleider-Nylon-Cross-Shoulder-Toaster/dp/B09RQM8HVG,Dein Kleider Nylon Cross Body Shoulder Toaster Sling Bag for Women (Black),659,335,4.2 out of 5 stars, Do not expose to extreme heat  ,B07Z9D3W9D,Cosmus
https://www.amazon.in/ADISA-SL5022-white-women-girls/dp/B07W6XDQ5K,ADISA Women's & Girls' Sling Bag,499,"1,117",4.3 out of 5 stars, Flat adjustable straps  ,B097TTQS2L,Unisex
https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES,Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),299,"1,265",3.2 out of 5 stars," 1 main bag, 1 messenger bag, 1 bottle bag ( Changing Pad and Bottom Board are included. )  ",B07KFFS3H6,PAZZO
https://www.amazon.in/Fargo-Handbag-Women-Girls-Light5pc/dp/B09N3K2ZCP,Fargo Handbag For Women And Girls COMBO SET OF 5 (Light5pc),495,712,4.1 out of 5 stars, Big Bag: 37*16*28CM Small Bag: 25*9*20CM Diaper pad: 45*26.5 CM Feeding bottle holder:20*8CM  ,Barfi,"FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002"
https://www.amazon.in/POLESTAR-backpack-Backpack-College-Students/dp/B08X2KRL8B,"POLESTAR Leader 34 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment and rain cover, made with polyester, 1 year warranty","1,740","4,608",4.4 out of 5 stars, Brand new and high quality. Cartoon car printing design. Large capacity can storage many things.  ,DK03NSTB-HYP,Women
https://www.amazon.in/Sirona-Sanitary-Napkin-Diapers-Disposal/dp/B074CFRDX4,"Sirona Sanitary Disposable Bags - 30 Bags for Discreet Disposal of Tampons, Condoms, Sanitary Pads, Panty Liner and Personal Hygiene Waste",499,"9,851",3.6 out of 5 stars, Waterproof  ,B083KRT9GT,"Baggit, Baggit India PVT LTD"
https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B08DFPNTZF,Dein Kleider Nylon Sling Cross Body Travel Office Business Messenger one Side Shoulder Bag for Men and Women (Black),699,141,3.6 out of 5 stars, Water proof rain cover  ,Fur Jaden,"COSMUS BAGS PVT.LTD., 359,Ground Floor Abubakar Chawl Dharavi Main Road, Bagicha Compound, Dharavi Mumbai,400017 Landmark Dharavi Jama Masjid (Gujrati Jamat Khana) Mobile: +91 8767008844"
https://www.amazon.in/Half-Moon-Rucksack-Bags-Compartment/dp/B09S14TTG6,"Half Moon 40 Ltrs Water resistant Travelling Laptop Rucksack Backpack for Travel Journey Trekking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover (Polyester, Black)",132,"2,055",4.1 out of 5 stars, Elastic and loop edges  ,B078JVT384,23 x 8 x 22 Centimeters
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPVD964,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Teal),345,25,4.4 out of 5 stars," Fully Seam taped, Lightweight  ",Trajectory Marketing LLP,"Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086"
https://www.amazon.in/FunBlast-Unicorn-School-Picnic-Children/dp/B07PXFWVF7,"FunBlast Unicorn Soft Bag for Kids – School & Picnic Bag for Baby,Boys,Girls / Lightweight Travel School Mini Backpack for Kids - Multi Color",759,625,3.1 out of 5 stars, Suitable for different styles of bag of between 20 and 40 litres  ,B07VT3F795,Safari
https://www.amazon.in/Touristiano-Resistant-College-Computer-Backpacks/dp/B08W2C3QKM,"Touristiano Water Resistant College School Book Bag Laptop Computer, Travel Backpacks Laptop Bag for Women Men (Grey) (Navy Blue)",501,261,4.0 out of 5 stars, Made of high quality Vegan Leather. Carefully handcrafted. Vegan Leather handles and a removable Webbing shoulder strap with a genuine Leather shoulder pad.  ,B09VTDMRY7,ADL INTERNATIONAL
https://www.amazon.in/Kuber-Industries-Waterproof-Polyester-KUBMART3442/dp/B08FRKTN12,Kuber Industries Disney Mickey Mouse Print 14 inch Waterproof Polyester School Bag/Backpack for Kids (Black)-KUBMART3442,645,15,4.2 out of 5 stars, An expandable zippered outer pocket. Inner Polyester lining. Genuine YKK zip closure. One open and one zippered compartment inside.  ,Retail Grapple,"Gear, Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100"
https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B09B7KC93T,HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black),408,"2,038",4.2 out of 5 stars," Elegant look and high quality PU leather Ultra-soft felt, Long Lasting durable fabric With Zipper Closure and handle.  ",B09QCTG6NV,"The Clownfish, Skyventure-91-9619856316"
https://www.amazon.in/Veneer-Backpack-Fashion-Leather-College/dp/B09BMG8R6Y,"Veneer Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag (Black)",599,"2,603",4.4 out of 5 stars," Elegant look and high quality PU leather Ultra-soft felt, Long Lasting durable fabric With Zipper Closure and handle.  ",B09SHVKLFX,"Trajectory Marketing LLP, Trajectory Marketing LLP,Delhi"
https://www.amazon.in/FunBlast-Unicorn-School-Picnic-Children/dp/B07PXFWVF7,"FunBlast Unicorn Soft Bag for Kids – School & Picnic Bag for Baby,Boys,Girls / Lightweight Travel School Mini Backpack for Kids - Multi Color","1,022","1,007",3.1 out of 5 stars," Ideal for Professionals/Office going Men & Women. Slim, compact in size suitable for carrying business as well as day to day items like tablet, laptop, charger, phone, battery bank, pen, diary, visiting cards, keys etc.  ",TCFWHBFL-RSBEG7,Women
https://www.amazon.in/Touristiano-Resistant-College-Computer-Backpacks/dp/B08W2C3QKM,"Touristiano Water Resistant College School Book Bag Laptop Computer, Travel Backpacks Laptop Bag for Women Men (Grey) (Navy Blue)",749,"2,700",3.8 out of 5 stars," It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc  ",India,Diving Deep
https://www.amazon.in/Kuber-Industries-Waterproof-Polyster-Backpack/dp/B08HXK2MQS,Kuber Industries Disney Cars Print 14 inch Waterproof Polyster School Bag/Backpack for Kids (Red) - KUBMART09904,645,424,4.1 out of 5 stars, Capacity: 35Litres; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.  ,DF-OI_Parent,SaiTech IT Private Limited
https://www.amazon.in/GOCART-LOGO-Backpack-Briefcase-Convertible/dp/B0822H451W,GOCART WITH G LOGO Laptop Backpack Casual Daypacks Briefcase Convertible Business Travel Rucksack with USB Charging Port Large College School Bookbag Computer Laptop Bag,408,"2,278",4.3 out of 5 stars," This backpack is made to used for boys, girls, men, women and kids. This bag is very good for boys and girls of age because it has enough space to carry all books and accessories and it is very comfortable and stylish.  ",B07NSCCGBK,Aashiya Trades
https://www.amazon.in/AirCase-Messenger-13-Inch-14-Inch-MacBook/dp/B07WS6HTHY,"AirCase C26 13.3 Inch/14 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Black)",569,10,3.4 out of 5 stars," Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items.  ",B09RWQFR4K,Unisex
https://www.amazon.in/Laxella-Waterproof-Lightweight-Backpack-Students/dp/B093DRDJD4,Laxella Casual Waterproof Lightweight Laptop Bag/Backpack for Men & Boys /Office School College Teens & Students.(Packof 1),"1,399",67,4.3 out of 5 stars," Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away.  ",B097KFYPCG,12 x 9.5 x 3 Centimeters
https://www.amazon.in/Killer-Office-Laptop-Bag-Messenger/dp/B06XKGB1R2,KILLER Men's Messenger Bag (Black),"1,065",882,4.2 out of 5 stars, Outer Material: PU / Synthetic Leather  ,B09NLVH8KY,500 g
https://www.amazon.in/Jaden-Black-Laptop-Backpack-Charging/dp/B07RRJ7LQB,Fur Jaden 30L Black Laptop Backpack Bag with USB Charging Port and Anti Theft Backside Pocket for Men and Women,391,526,3.4 out of 5 stars, Closure: Twist Lock ( Pull 'n' Turn )  ,B09RK7L9ZW,"Right Choice, Right Choice"
https://www.amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794,Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black),"1,686",94,4.4 out of 5 stars, No. of Pockets: 1; No. of Compartments: 1  ,Crafts my dream,"Hindustan Foam, Hindustan Foam, 16m Golam Jilani Khan Road, Kolkata 700039, Contact : 9831172714"
https://www.amazon.in/Polyester-Avengers-Captain-America-Backpack/dp/B01M7R5KMW,AUXTER Red Polyester Avenger Captain America Shield school Bag casual Backpack Daypack,"1,799",453,4.2 out of 5 stars, Dimensions: LxWxH - 8.5 x 2.5 x 6 inches; Inner Material Type: Polyester  ,B088NB4YKB,ASIAN
https://www.amazon.in/ADISA-women-girls-round-embroided/dp/B09N2FXCSM,ADISA women girls round embroided sling bag (SL5080),440,377,4.4 out of 5 stars, Outer Material Type: Faux Leather  ,B08WZ9KP7Q,Wildcraft
https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO,Wildcraft Turnaround Polyester 35 Ltrs Blue Laptop Bag (8903338054702),529,882,4.7 out of 5 stars," PREMIUM CRAFTSMANSHIP: Handmade by Professional Artisans, a Stylish messenger bag perfect for Office and Business professionals, students and travellers for Elite Class statement.  ",B09PRQVQNX,"GEE KAY ENTERPRISES, PUNJAB, INDIA M : +91 8146718618"
https://www.amazon.in/Leather-14Inch-Messenger-Detachable-Shoulder/dp/B09XJBQCG4,Fur Jaden Vegan Leather 14Inch Laptop Messenger Bag with Detachable Shoulder Strap for Men and Women,399,526,4.5 out of 5 stars, HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining.  ,Atulitu Agency,RIDHI CREATION
https://www.amazon.in/Motherly-Diaper-Mothers-Backpack-Travel/dp/B09W2JP5BC,"Motherly Baby Diaper Bags for Mothers, Backpack for Mom for Travel","1,625",23,4.1 out of 5 stars," ONE BAG FOUR STYLES: There are 4 different ways for using this laptop Messenegr bag. The adjustable shoulder strap could be easily adjusted to appropriate length to be a SHOULDER BAG or a CROSS-BODY BAG, the detachable designing of shoulder strap can be removed to make your bag as a business BRIEFCASE or a HANDBAG.  ",B01JRNQDVA,Ambrosia Bags
https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK,"Bennett™ Mystic 15.6 inch Laptop Shoulder Messenger Sling Office Bag, Water Repellent Fabric for Men and Women (Charcoal Black)","1,199",676,4.3 out of 5 stars," MULTIPLE COMPARTMENT: With 5 multi functional compartments, keep all your belongs well organized anytime. Additional laptop pocket with Thick Shock-Proof Foam Padding to protect upto 15.6 inches laptop. Dimension: 43* 34 * 8 cm .We are proud to say that this product is MADE IN INDIA!  ",B08425TN29,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093"
https://www.amazon.in/AirCase-Messenger-13-Inch-14-Inch-MacBook/dp/B07WS6HTHY,"AirCase C26 13.3 Inch/14 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Black)","1,399",283,4.1 out of 5 stars," GENUINE RUST FREE METAL HARDWARE: Messenger bag with solid and updated sturdy Rust Free hardware for zippers, buckles, closures and latches to ensure long lasting durability also this Product Comes with 10 years WARRANTY.  ",B09QMNCWMN,"KUBER INDUSTRIES, JALAJ G1-184 & 185, EPIP, BANK OF BARODA,LANE, GARMENT ZONE, SITAPURA,JAIPUR,(RAJ) 302012, Mob:-8505030382"
https://www.amazon.in/Storite-Leather-Laptop-Bag-inch/dp/B081GQJLD2,"Storite PU Leather 14 inch Laptop Messenger Organizer Bag/Shoulder Sling Office Bag for Men & Women – (37x 27x7 cm,Light Brown)",512,83,4.4 out of 5 stars, Synthetic material ocher colored sling bag  ,B083M1PNDD,THE HUTCH ENTERPRISES
https://www.amazon.in/Lavie-Denali-Womens-Sling-Black/dp/B07SNGMM42,Denali Hz Med Sling bag,"1,065",831,4.4 out of 5 stars, 15 centimeters height x 16 centimeters length x 6 centimeters width  ,B09V5PVDTC,"FUR JADEN, Fur Jaden, 3C Jai Hind Bld, DR AM Road, Bhuleshwar, Mumbai 400002"
https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ,"Golden Wolf Laptop Bag,Business Anti Theft Backpack with Lock,Water Resistant College School Laptop Backpack with Rain Cover and USB Charging Port Earphone Port,Backpack Gifts for 15.6 inch Laptop 25 L Travel Bag For Women & Men,Dark Grey","1,059",249,4.3 out of 5 stars, Snap closure with single strap  ,Wildcraft,"Fur Jaden, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002"
https://www.amazon.in/Killer-Office-Laptop-Bag-Messenger/dp/B06XKGB1R2,KILLER Men's Messenger Bag (Black),"1,359",525,4.2 out of 5 stars, 3 compartments and 4 pockets  ,B01M7R5KMW,Touristiano
https://www.amazon.in/Jaden-Black-Laptop-Backpack-Charging/dp/B07RRJ7LQB,Fur Jaden 30L Black Laptop Backpack Bag with USB Charging Port and Anti Theft Backside Pocket for Men and Women,"1,849","2,965",3.4 out of 5 stars, Sling bag comes with no  ,B093DRDJD4,"ADISA, careadisa@gmail.com"
https://www.amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794,Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black),"1,686",186,4.3 out of 5 stars, Do not expose to extreme heat  ,Ambrosia Bags,GOCART WITH G LOGO
https://www.amazon.in/AirCase-C27-Messenger-Laptop-Shoulder/dp/B07P1TGLQZ,"AirCase C27 15.6 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Navy Blue)","1,799",880,3.9 out of 5 stars, Cross Hatch textured sling bag  ,B07SNGMM42,250 g
https://www.amazon.in/SKYBAGS-Campus-College-Laptop-Backpack/dp/B08425TN29,SKYBAGS Campus Plus XL RED College Laptop Backpack 33L,440,4,3.1 out of 5 stars,Croce textured front flap for style,6011,Half_Moon
https://www.amazon.in/Best-Deal-Laptop-Bags-Dell/dp/B01JRNQDVA,Best Deal Laptop Bags for HP/Dell Etc.,"1,074",17,4.7 out of 5 stars,Stylish metal logo for a classy look,B08HXK2MQS,Sling Bag
https://www.amazon.in/Leather-14Inch-Messenger-Detachable-Shoulder/dp/B09XJBQCG4,Fur Jaden Vegan Leather 14Inch Laptop Messenger Bag with Detachable Shoulder Strap for Men and Women,"2,440","1,700",3.9 out of 5 stars," Maroon textured artificial leather laptop bag Two short handles, one long detachable and adjustable shoulder strap One main zip compartments, has a laptop sleeve One external zip pockets + One hidden Pocket on the front An external zip pocket on the back  ",B09BMG8R6Y,Wildcraft
https://www.amazon.in/AirCase-Messenger-15-6-Inch-MacBook-2-Multi/dp/B07WPBDD6D,"AirCase C27 15.6 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Black)",310,283,5.0 out of 5 stars," Durable Material: This computer laptop bag is made of high quality water resistant durable synthetic Leather with smooth metal zipper and durable metal hook of strap;Stylish and functional,this is a nice gift idea for Mothers day ,Fathers day from daughter son  ",B07RRJ7LQB,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Eco-Friendly-Bag-Reusable-Shopping-Grocery-Multipurpose/dp/B09V5PVDTC,Asian Eco-Friendly Jute Hand Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women,"1,199","1,273",4.3 out of 5 stars," Easy Carrying: Men's laptop messenger bag comes with a flat pass-through strap along the back, which allows the men briefcase bag to securely slip over the handle of any rolling luggage for hands-free transport  ",B09XJBQCG4,A. H. Creation
https://www.amazon.in/ZIPLINE-Synthetic-Executive-Briefcase-compartments/dp/B0756WRR9Z,Zipline Office Laptop Vegan Leather Executive Formal 15.6 inch Laptop & MacBook Briefcase Messenger/Office/Travel/Business Bag for Men Women with Multiple compartments (Brown),"1,020",244,3.6 out of 5 stars, Daily UsageThe briefcase is water resistant and antitheft.Office bag with metal hooks and metal double zippers keep long lasting for men/women.Great for business/school/gym/travel.  ,B08W2C3QKM,Unisex-adult
https://www.amazon.in/Luvlap-Multipurpose-Waterproof-Maternity-Shoulder/dp/B07Q4WKKCP,"LuvLap Jasmine Diaper Bag Multipurpose Waterproof Maternity Shoulder Cum Hand Bag (5 Pieces, Green)",199,"2,184",3.4 out of 5 stars," Comfort & Convenience: Dual sturdy wrapped bale handles for comfortable use, detachable adjustable PU padding shoulder strap inside the bag can easily convert your computer briefcase bag to a single-shoulder bag which bring you convenience in different occasion  ",B09GK3XQCF,Men
https://www.amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794,Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black),"1,456",831,4.2 out of 5 stars, Light Weight Stylish Cross Body Sleek Sling Bag For 10 Inch Tablet/iPad  ,B0822H451W,"Retail Grapple, Retail Grapple, India"
https://www.amazon.in/Hammonds-Flycatcher-Leather-Messenger-13-inch/dp/B07BHT9MMM,"HAMMONDS FLYCATCHER Unisex Leather Laptop Messenger Bag (Brown, 15.6, 15, 14, 13-inch)","1,099",249,4.7 out of 5 stars, One Spacious Compartment With Well Padded iPad Section and plenty of space for other gadgets wallet documents + 2 Front And Back easy access Zipper  ,B07PXFWVF7,Unisex-adult
https://www.amazon.in/Leather-14Inch-Messenger-Detachable-Shoulder/dp/B09XJBQCG4,Fur Jaden Vegan Leather 14Inch Laptop Messenger Bag with Detachable Shoulder Strap for Men and Women,.,525,3.0 out of 5 stars, Made in India. Outer Fabric: Strong Durable PU Coated 100% Polyester Water Resistance Fabric.  ,B09S14TTG6,"Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India"
https://www.amazon.in/Aashiya-SEQUIN-Unicorn-Backpack-Sequin/dp/B09PRQVQNX,Aashiya SEQUIN Unicorn Backpack for Girls + Pink Sling bag + Sequin Pouch - Kids Unicorn gift Combo,440,68,4.5 out of 5 stars, Dimension: 11.00x9.00x3.25 (Inches) [HxWxD] Weight: 320 Gms Capacity: 5 Litre  ,DK01NTSB-HYP,"ADISA, careadisa@gmail.com"
